7.0186e-89,8.5192e-88,9.7014e-87,1.0382e-85,1.048e-84,1.0063e-83,9.3603e-83,8.7376e-82,8.6422e-81,9.5293e-80,1.1775e-78,1.5585e-77,2.0905e-76,2.7357e-75,3.4242e-74,4.0627e-73,4.5524e-72,4.8116e-71,4.7966e-70,4.5119e-69,4.0079e-68,3.3657e-67,2.6752e-66,2.0157e-65,1.442e-64,9.8122e-64,6.3627e-63,3.9395e-62,2.3335e-61,1.3247e-60,7.2193e-60,3.7817e-59,1.9062e-58,9.2524e-58,4.3272e-57,1.9509e-56,8.4837e-56,3.5606e-55,1.4436e-54,5.66e-54,2.1486e-53,7.9059e-53,2.8221e-52,9.7762e-52,3.2859e-51,1.0707e-50,3.3784e-50,1.0308e-49,3.0385e-49,8.6481e-49,2.3778e-48,6.3264e-48,1.6335e-47,4.1097e-47,1.0124e-46,2.4542e-46,5.878e-46,1.3943e-45,3.2767e-45,7.6176e-45,1.7469e-44,3.9382e-44,8.6978e-44,1.8756e-43,3.9366e-43,8.0175e-43,1.5799e-42,3.0041e-42,5.4987e-42,9.6693e-42,1.6311e-41,2.6372e-41,4.0855e-41,6.0667e-41,8.6435e-41,1.1835e-40,1.5611e-40,1.9893e-40,2.4574e-40,2.9539e-40,3.4682e-40,3.9914e-40,4.5154e-40,5.0309e-40,5.5253e-40,5.9812e-40,6.3756e-40,6.6804e-40,6.8649e-40,6.8997e-40,6.763e-40,6.4465e-40,5.9609e-40,5.3365e-40,4.6196e-40,3.8643e-40,3.1233e-40,2.4394e-40,1.841e-40,1.3422e-40,9.4428e-41,6.4003e-41,4.1699e-41,2.6045e-41,1.5552e-41,8.8539e-42,4.7942e-42,2.464e-42,1.2e-42,5.5305e-43,2.4101e-43,9.9252e-44,3.8615e-44,1.4193e-44,4.9298e-45,1.6192e-45,5.0344e-46,1.485e-46,4.1747e-47,1.1299e-47,3.0131e-48,8.3034e-49,2.5459e-49,9.2001e-50,3.8432e-50,1.7209e-50,7.7277e-51,3.3524e-51,1.3811e-51,5.3638e-52,1.9571e-52,6.6993e-53,2.1496e-53,6.4631e-54,1.8203e-54,4.8014e-55,1.186e-55,2.743e-56,5.9397e-57,1.2041e-57,2.2851e-58,4.0592e-59,6.7495e-60,1.0504e-60,1.53e-61,2.0856e-62,2.6605e-63,3.1761e-64,3.548e-65,3.7089e-66,3.6284e-67,3.3237e-68,2.8576e-69,2.3299e-70,1.8773e-71,1.7129e-72,2.248e-73,4.3676e-74,9.947e-75,2.2693e-75,4.9295e-76,1.0066e-76,1.9259e-77,3.4499e-78,5.7842e-79,9.0762e-80,1.3327e-80,1.8312e-81,2.3542e-82,2.8318e-83,3.1869e-84,3.3555e-85,3.3052e-86
1.0701e-87,1.2993e-86,1.4795e-85,1.5815e-84,1.5907e-83,1.5138e-82,1.3789e-81,1.232e-80,1.1274e-79,1.1183e-78,1.2464e-77,1.5332e-76,1.9733e-75,2.53e-74,3.1375e-73,3.7087e-72,4.1522e-71,4.392e-70,4.3861e-69,4.1364e-68,3.6863e-67,3.1076e-66,2.4812e-65,1.879e-64,1.352e-63,9.259e-63,6.0471e-62,3.7738e-61,2.2546e-60,1.2919e-59,7.1098e-59,3.763e-58,1.917e-57,9.4061e-57,4.4467e-56,2.0261e-55,8.9012e-55,3.7722e-54,1.5433e-53,6.1009e-53,2.333e-52,8.6393e-52,3.1003e-51,1.0787e-50,3.6377e-50,1.1883e-49,3.7555e-49,1.1469e-48,3.3805e-48,9.6105e-48,2.6354e-47,6.9778e-47,1.7879e-46,4.4479e-46,1.0791e-45,2.5658e-45,6.0094e-45,1.3922e-44,3.1988e-44,7.2951e-44,1.6493e-43,3.6862e-43,8.1147e-43,1.7519e-42,3.6925e-42,7.5659e-42,1.501e-41,2.8731e-41,5.2905e-41,9.351e-41,1.584e-40,2.5692e-40,3.9897e-40,5.9339e-40,8.4622e-40,1.1591e-39,1.5283e-39,1.9455e-39,2.3994e-39,2.8778e-39,3.37e-39,3.868e-39,4.3658e-39,4.8577e-39,5.3352e-39,5.7851e-39,6.1865e-39,6.5117e-39,6.7272e-39,6.7991e-39,6.6999e-39,6.4166e-39,5.9562e-39,5.3477e-39,4.6382e-39,3.8838e-39,3.1397e-39,2.4512e-39,1.8485e-39,1.3464e-39,9.4654e-40,6.4136e-40,4.18e-40,2.6138e-40,1.5639e-40,8.9302e-41,4.8546e-41,2.5072e-41,1.2281e-41,5.6983e-42,2.5022e-42,1.0393e-42,4.0821e-43,1.5163e-43,5.3288e-44,1.773e-44,5.5932e-45,1.6771e-45,4.8042e-46,1.3295e-46,3.6406e-47,1.0336e-47,3.2549e-48,1.1929e-48,4.9844e-49,2.2176e-49,9.8849e-50,4.262e-50,1.7475e-50,6.7618e-51,2.4602e-51,8.4019e-52,2.6908e-52,8.0773e-53,2.2718e-53,5.9851e-54,1.4768e-54,3.4123e-55,7.3824e-56,1.4954e-56,2.8356e-57,5.0336e-58,8.364e-59,1.3008e-59,1.8936e-60,2.5798e-61,3.2893e-62,3.9247e-63,4.3823e-64,4.5791e-65,4.4784e-66,4.1031e-67,3.5352e-68,2.9109e-69,2.4377e-70,2.4833e-71,3.8201e-72,8.1574e-73,1.9137e-73,4.3946e-74,9.5541e-75,1.95e-75,3.7286e-76,6.6751e-77,1.1186e-77,1.7545e-78,2.5752e-79,3.5371e-80,4.5459e-81,5.4667e-82,6.1507e-83,6.4747e-84,6.3765e-85
1.528e-86,1.8562e-85,2.1139e-84,2.2587e-83,2.2678e-82,2.1473e-81,1.9322e-80,1.6798e-79,1.4566e-78,1.325e-77,1.3315e-76,1.4989e-75,1.821e-74,2.2627e-73,2.7626e-72,3.242e-71,3.6192e-70,3.8267e-69,3.8259e-68,3.6163e-67,3.233e-66,2.7363e-65,2.1951e-64,1.6715e-63,1.2102e-62,8.3466e-62,5.4941e-61,3.4584e-60,2.0857e-59,1.2071e-58,6.7145e-58,3.5931e-57,1.8512e-56,9.1857e-56,4.3908e-55,2.0221e-54,8.974e-54,3.8392e-53,1.5843e-52,6.3118e-52,2.4301e-51,9.0511e-51,3.2639e-50,1.14e-49,3.8565e-49,1.2627e-48,3.9976e-48,1.2221e-47,3.6035e-47,1.0239e-46,2.8028e-46,7.3954e-46,1.8837e-45,4.6437e-45,1.112e-44,2.5991e-44,5.96e-44,1.3483e-43,3.0231e-43,6.7407e-43,1.4962e-42,3.3014e-42,7.2164e-42,1.5548e-41,3.283e-41,6.7548e-41,1.3472e-40,2.5927e-40,4.7987e-40,8.5194e-40,1.4484e-39,2.3562e-39,3.667e-39,5.4628e-39,7.7988e-39,1.0688e-38,1.4094e-38,1.7933e-38,2.2095e-38,2.6461e-38,3.0933e-38,3.5441e-38,3.9951e-38,4.4438e-38,4.886e-38,5.3124e-38,5.7053e-38,6.0378e-38,6.2756e-38,6.382e-38,6.3254e-38,6.0887e-38,5.6754e-38,5.1119e-38,4.4435e-38,3.7257e-38,3.0135e-38,2.3525e-38,1.7733e-38,1.2909e-38,9.0709e-39,6.146e-39,4.0079e-39,2.5096e-39,1.505e-39,8.6216e-40,4.7067e-40,2.4435e-40,1.2043e-40,5.6282e-41,2.4917e-41,1.0445e-41,4.1446e-42,1.5572e-42,5.542e-43,1.8701e-43,5.993e-44,1.8292e-44,5.348e-45,1.5155e-45,4.2644e-46,1.2454e-46,4.0081e-47,1.4795e-47,6.1446e-48,2.7036e-48,1.1925e-48,5.0989e-49,2.0775e-49,8.0002e-50,2.9e-50,9.8752e-51,3.1553e-51,9.4533e-52,2.6544e-52,6.9835e-53,1.721e-53,3.9723e-54,8.5855e-55,1.7375e-55,3.2921e-56,5.8395e-57,9.6961e-58,1.507e-58,2.1924e-59,2.9851e-60,3.8039e-61,4.5364e-62,5.0629e-63,5.2881e-64,5.1707e-65,4.7399e-66,4.0985e-67,3.4281e-68,3.0389e-69,3.547e-70,6.3262e-71,1.4472e-71,3.4595e-72,7.9729e-73,1.7333e-73,3.5351e-74,6.7541e-75,1.2083e-75,2.0237e-76,3.1724e-77,4.6543e-78,6.3904e-79,8.2103e-80,9.8704e-81,1.1103e-81,1.1684e-82,1.1505e-83
2.0433e-85,2.4834e-84,2.8293e-83,3.023e-82,3.0327e-81,2.8637e-80,2.5588e-79,2.188e-78,1.832e-77,1.5636e-76,1.4351e-75,1.4699e-74,1.6614e-73,1.9751e-72,2.3543e-71,2.7292e-70,3.0288e-69,3.1951e-68,3.1944e-67,3.0241e-66,2.7112e-65,2.3035e-64,1.8569e-63,1.4222e-62,1.0366e-61,7.2037e-61,4.7822e-60,3.0385e-59,1.8511e-58,1.083e-57,6.0921e-57,3.298e-56,1.719e-55,8.6283e-55,4.1704e-54,1.9409e-53,8.6981e-53,3.7545e-52,1.5618e-51,6.2663e-51,2.4273e-50,9.0872e-50,3.2908e-49,1.1534e-48,3.9123e-48,1.2837e-47,4.0706e-47,1.2459e-46,3.6759e-46,1.0444e-45,2.8563e-45,7.5188e-45,1.9069e-44,4.6681e-44,1.1063e-43,2.5482e-43,5.734e-43,1.268e-42,2.7731e-42,6.031e-42,1.3092e-41,2.8388e-41,6.134e-41,1.3138e-40,2.7705e-40,5.71e-40,1.1427e-39,2.2082e-39,4.1038e-39,7.3128e-39,1.2472e-38,2.0343e-38,3.1726e-38,4.7342e-38,6.7672e-38,9.2825e-38,1.2247e-37,1.5585e-37,1.9196e-37,2.2975e-37,2.6836e-37,3.0728e-37,3.4635e-37,3.8564e-37,4.2507e-37,4.6407e-37,5.0117e-37,5.3389e-37,5.5885e-37,5.7228e-37,5.7084e-37,5.5253e-37,5.1738e-37,4.6766e-37,4.0756e-37,3.423e-37,2.7713e-37,2.1642e-37,1.6312e-37,1.1872e-37,8.3409e-38,5.6524e-38,3.6888e-38,2.3133e-38,1.3906e-38,7.9931e-39,4.3827e-39,2.2877e-39,1.1348e-39,5.3435e-40,2.3861e-40,1.01e-40,4.0518e-41,1.5409e-41,5.559e-42,1.9044e-42,6.2071e-43,1.9311e-43,5.7707e-44,1.6766e-44,4.8495e-45,1.4542e-45,4.7617e-46,1.7599e-46,7.224e-47,3.1288e-47,1.3606e-47,5.7533e-48,2.3245e-48,8.895e-49,3.2089e-49,1.0886e-49,3.468e-50,1.0365e-50,2.9047e-51,7.6291e-52,1.8774e-52,4.3279e-53,9.3439e-54,1.8891e-54,3.5761e-55,6.338e-56,1.0516e-56,1.6333e-57,2.3745e-58,3.2311e-59,4.1149e-60,4.9047e-61,5.4712e-62,5.7123e-63,5.5851e-64,5.1255e-65,4.4585e-66,3.8222e-67,3.673e-68,5.0043e-69,1.0122e-69,2.4279e-70,5.8701e-71,1.3549e-71,2.9435e-72,5.9974e-73,1.1448e-73,2.0464e-74,3.425e-75,5.366e-76,7.8688e-77,1.0799e-77,1.387e-78,1.6668e-79,1.8744e-80,1.9721e-81,1.9414e-82
2.559e-84,3.112e-83,3.5468e-82,3.7904e-81,3.8015e-80,3.5845e-79,3.1901e-78,2.7013e-77,2.2127e-76,1.8082e-75,1.5455e-74,1.4493e-73,1.5118e-72,1.6988e-71,1.9577e-70,2.227e-69,2.4466e-68,2.5679e-67,2.5626e-66,2.4268e-65,2.1803e-64,1.8589e-63,1.5056e-62,1.16e-61,8.5142e-61,5.9646e-60,3.9955e-59,2.564e-58,1.5789e-57,9.3427e-57,5.3178e-56,2.9134e-55,1.5365e-54,7.8009e-54,3.8115e-53,1.7918e-52,8.1039e-52,3.5268e-51,1.4777e-50,5.9658e-50,2.3231e-49,8.7352e-49,3.1746e-48,1.1158e-47,3.7937e-47,1.2471e-46,3.9601e-46,1.2134e-45,3.5829e-45,1.0183e-44,2.7839e-44,7.3181e-44,1.8506e-43,4.5076e-43,1.0597e-42,2.4126e-42,5.3429e-42,1.1577e-41,2.4717e-41,5.2377e-41,1.1086e-40,2.3519e-40,4.9989e-40,1.0595e-39,2.2226e-39,4.575e-39,9.1665e-39,1.7758e-38,3.3098e-38,5.9152e-38,1.0116e-37,1.6538e-37,2.5845e-37,3.8633e-37,5.5305e-37,7.5957e-37,1.0031e-36,1.2775e-36,1.5743e-36,1.8849e-36,2.2023e-36,2.5234e-36,2.8484e-36,3.1801e-36,3.5203e-36,3.866e-36,4.2055e-36,4.5164e-36,4.7667e-36,4.9199e-36,4.9425e-36,4.8133e-36,4.5298e-36,4.1108e-36,3.5933e-36,3.0244e-36,2.4521e-36,1.9164e-36,1.445e-36,1.0517e-36,7.3904e-37,5.01e-37,3.2723e-37,2.0552e-37,1.2384e-37,7.142e-38,3.9332e-38,2.0643e-38,1.0308e-38,4.8912e-39,2.2037e-39,9.4226e-40,3.8236e-40,1.4729e-40,5.3903e-41,1.8764e-41,6.2269e-42,1.9771e-42,6.0456e-43,1.8026e-43,5.3593e-44,1.6472e-44,5.4676e-45,2.014e-45,8.1319e-46,3.451e-46,1.4735e-46,6.1405e-47,2.4537e-47,9.3112e-48,3.3377e-48,1.1268e-48,3.5757e-49,1.0654e-49,2.9783e-50,7.8063e-51,1.9177e-51,4.4143e-52,9.5182e-53,1.9222e-53,3.6351e-54,6.4367e-55,1.0671e-55,1.6561e-56,2.4059e-57,3.2717e-58,4.1641e-59,4.9605e-60,5.5307e-61,5.7723e-62,5.6446e-63,5.1911e-64,4.5602e-65,4.0605e-66,4.3491e-67,6.9558e-68,1.5525e-68,3.8406e-69,9.3433e-70,2.1567e-70,4.6799e-71,9.5234e-72,1.8159e-72,3.243e-73,5.4233e-74,8.4912e-75,1.2445e-75,1.7071e-76,2.1915e-77,2.6328e-78,2.9597e-79,3.1132e-80,3.0638e-81
3.0017e-83,3.6523e-82,4.1646e-81,4.452e-80,4.4651e-79,4.2075e-78,3.7361e-77,3.1455e-76,2.542e-75,2.0192e-74,1.6394e-73,1.4281e-72,1.3763e-71,1.4502e-70,1.6006e-69,1.7735e-68,1.9185e-67,1.996e-66,1.983e-65,1.8752e-64,1.6861e-63,1.4416e-62,1.1727e-61,9.0874e-61,6.7179e-60,4.7457e-59,3.2092e-58,2.081e-57,1.2959e-56,7.759e-56,4.4698e-55,2.4783e-54,1.3224e-53,6.7884e-53,3.3511e-52,1.5902e-51,7.2522e-51,3.1793e-50,1.3405e-49,5.4405e-49,2.1279e-48,8.0296e-48,2.9266e-47,1.031e-46,3.5116e-46,1.1561e-45,3.6756e-45,1.1274e-44,3.3316e-44,9.4742e-44,2.5902e-43,6.8049e-43,1.7179e-42,4.1699e-42,9.7474e-42,2.1995e-41,4.809e-41,1.0242e-40,2.1395e-40,4.42e-40,9.1068e-40,1.8834e-39,3.9186e-39,8.1773e-39,1.6988e-38,3.4799e-38,6.9621e-38,1.3495e-37,2.5193e-37,4.5117e-37,7.732e-37,1.2667e-36,1.9834e-36,2.9703e-36,4.2595e-36,5.8596e-36,7.7503e-36,9.8845e-36,1.2198e-35,1.4624e-35,1.7115e-35,1.9655e-35,2.2261e-35,2.4974e-35,2.7828e-35,3.0813e-35,3.3834e-35,3.6696e-35,3.9106e-35,4.0726e-35,4.1237e-35,4.0429e-35,3.8259e-35,3.4875e-35,3.0591e-35,2.5816e-35,2.097e-35,1.641e-35,1.2383e-35,9.0173e-36,6.3384e-36,4.2989e-36,2.8101e-36,1.7674e-36,1.0673e-36,6.1741e-37,3.4143e-37,1.8014e-37,9.0537e-38,4.3294e-38,1.9682e-38,8.5034e-39,3.4914e-39,1.363e-39,5.0629e-40,1.7923e-40,6.0606e-41,1.9655e-41,6.1558e-42,1.8846e-42,5.7577e-43,1.8111e-43,6.0775e-44,2.2243e-44,8.803e-45,3.6449e-45,1.5213e-45,6.2235e-46,2.4513e-46,9.1999e-47,3.27e-47,1.0967e-47,3.4627e-48,1.0276e-48,2.8634e-49,7.4858e-50,1.8351e-50,4.2164e-51,9.0778e-52,1.8308e-52,3.4583e-53,6.1175e-54,1.0132e-54,1.5712e-55,2.2808e-56,3.0994e-57,3.9423e-58,4.6934e-59,5.2302e-60,5.4573e-61,5.3394e-62,4.9287e-63,4.3995e-64,4.147e-65,5.0884e-66,9.4612e-67,2.268e-67,5.7174e-68,1.3946e-68,3.2159e-69,6.9671e-70,1.4156e-70,2.6957e-71,4.8091e-72,8.0351e-73,1.2571e-73,1.8412e-74,2.5242e-75,3.2391e-76,3.8897e-77,4.3711e-78,4.5964e-79,4.5223e-80
3.2979e-82,4.0149e-81,4.5803e-80,4.8982e-79,4.9135e-78,4.6288e-77,4.1053e-76,3.4446e-75,2.7611e-74,2.1539e-73,1.6884e-72,1.39e-71,1.2492e-70,1.2324e-69,1.294e-68,1.3867e-67,1.4684e-66,1.5075e-65,1.486e-64,1.3997e-63,1.2574e-62,1.0767e-61,8.791e-61,6.8496e-60,5.0995e-59,3.6332e-58,2.4809e-57,1.6261e-56,1.0243e-55,6.2064e-55,3.6185e-54,2.0301e-53,1.0955e-52,5.6826e-52,2.8319e-51,1.3552e-50,6.2263e-50,2.7468e-49,1.1643e-48,4.7458e-48,1.8627e-47,7.0484e-47,2.5745e-46,9.0852e-46,3.0986e-45,1.0212e-44,3.25e-44,9.9772e-44,2.9507e-43,8.3968e-43,2.2966e-42,6.0333e-42,1.5218e-41,3.6867e-41,8.5848e-41,1.9249e-40,4.1681e-40,8.7543e-40,1.7949e-39,3.6226e-39,7.2668e-39,1.4618e-38,2.9647e-38,6.0602e-38,1.2407e-37,2.5188e-37,5.0159e-37,9.7061e-37,1.8121e-36,3.2485e-36,5.5757e-36,9.1504e-36,1.4355e-35,2.1538e-35,3.0947e-35,4.2659e-35,5.6541e-35,7.2266e-35,8.9383e-35,1.0744e-34,1.2616e-34,1.4549e-34,1.6574e-34,1.8736e-34,2.1076e-34,2.3596e-34,2.6218e-34,2.8775e-34,3.101e-34,3.2618e-34,3.3314e-34,3.2898e-34,3.1318e-34,2.8687e-34,2.5261e-34,2.1384e-34,1.7411e-34,1.3649e-34,1.0312e-34,7.5154e-35,5.2856e-35,3.5866e-35,2.346e-35,1.4771e-35,8.9358e-36,5.1831e-36,2.8769e-36,1.5253e-36,7.713e-37,3.7159e-37,1.7044e-37,7.4401e-38,3.0914e-38,1.2232e-38,4.6139e-39,1.6617e-39,5.7291e-40,1.899e-40,6.0946e-41,1.9161e-41,6.0123e-42,1.9326e-42,6.5462e-43,2.377e-43,9.2024e-44,3.7053e-44,1.5054e-44,6.0186e-45,2.3274e-45,8.6096e-46,3.0261e-46,1.0061e-46,3.1551e-47,9.3135e-48,2.5842e-48,6.7332e-49,1.6461e-49,3.7736e-50,8.1093e-51,1.6329e-51,3.0803e-52,5.4422e-53,9.0044e-54,1.395e-54,2.0233e-55,2.7474e-56,3.492e-57,4.1548e-58,4.6277e-59,4.828e-60,4.7295e-61,4.3938e-62,4.0241e-63,4.1178e-64,5.9064e-65,1.2486e-65,3.141e-66,8.0016e-67,1.9522e-67,4.4929e-68,9.7138e-69,1.9701e-69,3.746e-70,6.6743e-71,1.114e-71,1.7413e-72,2.5485e-73,3.4918e-74,4.4782e-75,5.3754e-76,6.0383e-77,6.3473e-78,6.2432e-79
3.3939e-81,4.134e-80,4.7185e-79,5.0481e-78,5.0652e-77,4.7717e-76,4.2295e-75,3.5419e-74,2.8249e-73,2.1787e-72,1.6684e-71,1.3189e-70,1.1201e-69,1.04e-68,1.0366e-67,1.0688e-66,1.1018e-65,1.1109e-64,1.0822e-63,1.0123e-62,9.0651e-62,7.7618e-61,6.3534e-60,4.9743e-59,3.7286e-58,2.679e-57,1.8474e-56,1.224e-55,7.7998e-55,4.782e-54,2.8209e-53,1.6005e-52,8.7279e-52,4.5711e-51,2.2975e-50,1.1076e-49,5.1209e-49,2.271e-48,9.6669e-48,3.9539e-47,1.556e-46,5.8998e-46,2.1582e-45,7.6249e-45,2.6028e-44,8.5846e-44,2.734e-43,8.3988e-43,2.4858e-42,7.0788e-42,1.9374e-41,5.0917e-41,1.2842e-40,3.1082e-40,7.2216e-40,1.6125e-39,3.4676e-39,7.2068e-39,1.4555e-38,2.879e-38,5.6326e-38,1.1016e-37,2.1719e-37,4.3296e-37,8.6918e-37,1.7408e-36,3.4381e-36,6.6242e-36,1.2346e-35,2.2128e-35,3.801e-35,6.2462e-35,9.8153e-35,1.4756e-34,2.1249e-34,2.936e-34,3.9016e-34,5.0013e-34,6.2068e-34,7.4915e-34,8.8419e-34,1.0267e-33,1.1799e-33,1.3486e-33,1.537e-33,1.7454e-33,1.9678e-33,2.1899e-33,2.3896e-33,2.5408e-33,2.6186e-33,2.6053e-33,2.4955e-33,2.2975e-33,2.0316e-33,1.7257e-33,1.409e-33,1.107e-33,8.3769e-34,6.1117e-34,4.3014e-34,2.9201e-34,1.9109e-34,1.2041e-34,7.2931e-35,4.2389e-35,2.36e-35,1.2565e-35,6.3894e-36,3.0997e-36,1.4339e-36,6.3227e-37,2.6582e-37,1.0661e-37,4.0836e-38,1.4966e-38,5.2626e-39,1.7834e-39,5.866e-40,1.8935e-40,6.0969e-41,2.0005e-41,6.8339e-42,2.462e-42,9.3215e-43,3.6433e-43,1.4358e-43,5.5858e-44,2.1111e-44,7.6667e-45,2.6554e-45,8.7269e-46,2.7119e-46,7.9482e-47,2.193e-47,5.6881e-48,1.3856e-48,3.1673e-49,6.79e-50,1.3645e-50,2.5697e-51,4.5337e-52,7.492e-53,1.1594e-53,1.68e-54,2.2793e-55,2.8948e-56,3.442e-57,3.832e-58,3.9985e-59,3.9263e-60,3.6875e-61,3.5167e-62,4.0244e-63,6.7907e-64,1.5857e-64,4.1114e-65,1.0523e-65,2.5631e-66,5.8831e-67,1.2687e-67,2.5677e-68,4.8735e-69,8.6704e-70,1.4454e-70,2.257e-71,3.3004e-72,4.5188e-73,5.7919e-74,6.9487e-75,7.8022e-76,8.1984e-77,8.0612e-78
3.2718e-80,3.9874e-79,4.5534e-78,4.8735e-77,4.8916e-76,4.6088e-75,4.0841e-74,3.4163e-73,2.7165e-72,2.0801e-71,1.5689e-70,1.2058e-69,9.8117e-69,8.6531e-68,8.2094e-67,8.1271e-66,8.1247e-65,8.0107e-64,7.6822e-63,7.1119e-62,6.3311e-61,5.4095e-60,4.433e-59,3.4844e-58,2.6282e-57,1.9038e-56,1.3256e-55,8.8777e-55,5.7212e-54,3.5479e-53,2.1163e-52,1.2133e-51,6.6804e-51,3.5287e-50,1.7867e-49,8.6677e-49,4.0281e-48,1.7938e-47,7.6611e-47,3.1414e-46,1.2385e-45,4.7023e-45,1.7218e-44,6.0867e-44,2.0787e-43,6.8588e-43,2.1853e-42,6.7169e-42,1.9893e-41,5.6694e-41,1.553e-40,4.0844e-40,1.0307e-39,2.4945e-39,5.7903e-39,1.2898e-38,2.7613e-38,5.6961e-38,1.1373e-37,2.213e-37,4.2364e-37,8.0685e-37,1.5452e-36,2.9947e-36,5.8695e-36,1.1545e-35,2.2526e-35,4.3083e-35,7.9982e-35,1.4313e-34,2.4581e-34,4.0425e-34,6.3614e-34,9.5816e-34,1.3829e-33,1.9159e-33,2.554e-33,3.2862e-33,4.097e-33,4.974e-33,5.9156e-33,6.9376e-33,8.0743e-33,9.3702e-33,1.0862e-32,1.2555e-32,1.4398e-32,1.627e-32,1.799e-32,1.934e-32,2.0112e-32,2.0157e-32,1.9424e-32,1.7972e-32,1.5959e-32,1.3605e-32,1.1142e-32,8.7755e-33,6.6536e-33,4.861e-33,3.424e-33,2.3255e-33,1.5222e-33,9.5945e-34,5.8154e-34,3.3846e-34,1.8887e-34,1.009e-34,5.1555e-35,2.5169e-35,1.1735e-35,5.2244e-36,2.2216e-36,9.0291e-37,3.5118e-37,1.3096e-37,4.6969e-38,1.6273e-38,5.4848e-39,1.8167e-39,5.9965e-40,2.006e-40,6.9099e-41,2.4726e-41,9.1685e-42,3.4787e-42,1.3272e-42,5.0059e-43,1.841e-43,6.5339e-44,2.2208e-44,7.1886e-45,2.207e-45,6.4063e-46,1.7541e-46,4.5223e-47,1.0963e-47,2.4963e-48,5.3349e-49,1.0694e-49,2.0096e-50,3.5392e-51,5.8398e-52,9.0255e-53,1.3064e-53,1.7705e-54,2.2468e-55,2.6696e-56,2.971e-57,3.1021e-58,3.0596e-59,2.9264e-60,2.969e-61,3.9119e-62,7.6822e-63,1.9251e-63,5.0773e-64,1.3001e-64,3.1571e-65,7.2221e-66,1.5528e-66,3.1347e-67,5.9372e-68,1.0545e-68,1.7553e-69,2.7377e-70,3.9995e-71,5.4714e-72,7.0081e-73,8.4028e-74,9.4303e-75,9.9049e-76,9.7356e-77
2.955e-79,3.6031e-78,4.1165e-77,4.4078e-76,4.4256e-75,4.1707e-74,3.6958e-73,3.0897e-72,2.4523e-71,1.8695e-70,1.3963e-69,1.0529e-68,8.306e-68,7.0331e-67,6.39e-66,6.083e-65,5.8878e-64,5.6597e-63,5.3246e-62,4.8624e-61,4.2909e-60,3.6503e-59,2.9898e-58,2.3565e-57,1.7872e-56,1.3046e-55,9.1682e-55,6.2036e-54,4.0411e-53,2.533e-52,1.5265e-51,8.8352e-51,4.9057e-50,2.6102e-49,1.3299e-48,6.4842e-48,3.0257e-47,1.3517e-46,5.7863e-46,2.3767e-45,9.3809e-45,3.5642e-44,1.3056e-43,4.6161e-43,1.5766e-42,5.2027e-42,1.658e-41,5.0981e-41,1.5108e-40,4.3091e-40,1.1815e-39,3.1108e-39,7.8579e-39,1.9031e-38,4.4179e-38,9.8323e-38,2.0997e-37,4.3106e-37,8.5378e-37,1.6409e-36,3.0861e-36,5.7429e-36,1.07e-35,2.0144e-35,3.8436e-35,7.3962e-35,1.4203e-34,2.688e-34,4.9587e-34,8.844e-34,1.5169e-33,2.4946e-33,3.9292e-33,5.9277e-33,8.5744e-33,1.1913e-32,1.5938e-32,2.0601e-32,2.5839e-32,3.1623e-32,3.8013e-32,4.5204e-32,5.352e-32,6.3347e-32,7.4988e-32,8.847e-32,1.0336e-31,1.1868e-31,1.3294e-31,1.444e-31,1.514e-31,1.5273e-31,1.4796e-31,1.3752e-31,1.226e-31,1.0489e-31,8.6169e-32,6.8047e-32,5.1705e-32,3.7835e-32,2.6677e-32,1.8126e-32,1.1866e-32,7.4792e-33,4.534e-33,2.6406e-33,1.4757e-33,7.9048e-34,4.0548e-34,1.9904e-34,9.3468e-35,4.1987e-35,1.8049e-35,7.431e-36,2.9339e-36,1.1131e-36,4.071e-37,1.4417e-37,4.9765e-38,1.6898e-38,5.7106e-39,1.9456e-39,6.7573e-40,2.4058e-40,8.7604e-41,3.233e-41,1.194e-41,4.3575e-42,1.5539e-42,5.3663e-43,1.7819e-43,5.6568e-44,1.7093e-44,4.8983e-45,1.3275e-45,3.3944e-46,8.1748e-47,1.8517e-47,3.9406e-48,7.8719e-49,1.4752e-49,2.5921e-50,4.2688e-51,6.587e-52,9.5209e-53,1.2889e-53,1.634e-54,1.94e-55,2.1586e-56,2.2574e-57,2.2442e-58,2.2119e-59,2.4559e-60,3.8015e-61,8.4751e-62,2.2231e-62,5.9095e-63,1.5096e-63,3.6501e-64,8.3154e-65,1.7816e-65,3.5858e-66,6.775e-67,1.2008e-67,1.9956e-68,3.1081e-69,4.5355e-70,6.1988e-71,7.9335e-72,9.506e-73,1.0662e-73,1.1194e-74,1.0998e-75
